state_code,state,congressional_district,year,male_child,male_teen,male_adult,female_child,female_teen,female_adult,Females under 5 years,Females 5 to 9 years,Females 10 to 14 years,Females 15 to 17 years,Females 18 and 19 years,Females 20 years,Females 21 years,Females 22 to 24 years,Females 25 to 29 years,Females 30 to 34 years,Females 35 to 39 years,Females 40 to 44 years,Females 45 to 49 years,Females 50 to 54 years,Females 55 to 59 years,Females 60 and 61 years,Females 62 to 64 years,Females 65 and 66 years,Females 67 to 69 years,Females 70 to 74 years,Females 75 to 79 years,Females 80 to 84 years,Females 85 years and over,Males under 5 years,Males 5 to 9 years,Males 10 to 14 years,Males 15 to 17 years,Males 18 and 19 years,Males 20 years,Males 21 years,Males 22 to 24 years,Males 25 to 29 years,Males 30 to 34 years,Males 35 to 39 years,Males 40 to 44 years,Males 45 to 49 years,Males 50 to 54 years,Males 55 to 59 years,Males 60 and 61 years,Males 62 to 64 years,Males 65 and 66 years,Males 67 to 69 years,Males 70 to 74 years,Males 75 to 79 years,Males 80 to 84 years,Males 85 years and over
06,California,34,2013,55104.0,38660.0,268660.0,50845.0,36038.0,255139.0,22257,20366,20556,13378,10327,5891,5604,16538,29837,27259,25649,24951,22480,21300,18825,7183,9221,5167,6453,9152,7438,6037,6154,23629,22763,21782,14832,10759,6920,5834,19729,34967,33465,30770,28557,24698,21673,18236,5855,8058,4671,5100,7358,5735,3497,3537
06,California,35,2013,69617.0,50547.0,236887.0,65867.0,49659.0,244204.0,27492,26861,28787,18905,13482,7073,6172,17262,28163,25126,26033,24749,24082,22778,18135,5414,8449,4617,5610,6968,5235,3995,4343,27897,29532,30470,19418,12847,7334,7331,18040,28324,26447,25428,25753,23842,21657,15833,6618,7372,4202,4525,5821,3793,2428,2139
06,California,36,2013,59456.0,40265.0,254776.0,56761.0,37559.0,257431.0,22598,24284,24699,14098,8642,4976,4485,10713,20840,20920,20673,18988,21159,21284,20671,8104,12563,8871,11350,17118,13976,10535,10205,25598,23721,25344,15923,9136,4640,4118,13007,21743,22824,20842,21304,22674,22790,19992,7599,11260,7758,10292,14953,13097,8787,7096
06,California,37,2013,51081.0,36536.0,255171.0,50245.0,35481.0,284574.0,22779,19730,19342,13130,10746,6354,5765,18851,32952,30580,26499,26223,25626,23671,21754,7376,10828,5823,7935,10638,8232,6804,8663,23163,19632,20717,13028,11078,6400,6187,18923,32418,30081,27005,24889,22148,21879,17602,6869,8176,4985,5123,7803,5876,4372,4435
06,California,38,2013,58742.0,44673.0,244204.0,55008.0,41699.0,266970.0,21512,23594,24755,16396,10450,6061,5558,15789,23953,23665,24867,24822,25782,23422,22615,8025,10852,6930,8109,10983,9120,8079,8338,24535,23815,25981,17976,11109,5795,6445,15798,25512,24282,22452,24338,24894,22461,20450,6674,9387,4938,6321,8791,6473,5071,4122
06,California,39,2013,52345.0,42449.0,254715.0,50530.0,40863.0,271637.0,19990,20826,24285,15771,10521,5900,5820,16168,23393,22186,21935,26832,27440,29190,24334,9175,11631,6833,7655,10648,8470,6731,7296,20667,21781,24744,17491,10112,5827,5516,15865,25735,21632,22628,24119,26206,27187,23761,7971,10750,6075,7394,8834,6437,4799,3979
06,California,40,2013,73517.0,50936.0,226404.0,68569.0,50050.0,232397.0,28727,27823,30049,19679,12342,6485,5762,17061,26400,26937,26021,24549,21984,18816,15950,5677,7505,4088,5084,6806,5312,4065,3895,30839,30481,30494,19716,12924,6754,6664,17505,28247,26027,27318,25268,22618,17988,15163,5206,6401,3554,4223,4841,3723,2646,2258
06,California,41,2013,67299.0,52440.0,232410.0,67537.0,50285.0,244145.0,27708,28740,27723,18939,14713,7284,7069,18253,27153,23977,24165,23792,23510,22649,19502,6140,8108,4017,6159,7098,5692,4545,5032,26904,27741,31635,19216,14243,7528,7814,18651,27690,22909,22652,23453,23356,22309,17759,5659,7902,4132,4547,6315,4219,3296,2219
06,California,42,2013,68076.0,50171.0,244051.0,64796.0,46674.0,250759.0,25544,27425,29568,18664,10270,5368,5348,12672,21947,24660,26585,26589,26315,24323,19504,7065,9667,5632,7139,10076,7565,5362,4942,26471,29070,31339,18998,12370,5670,4875,14519,23540,24054,25311,26875,27357,24249,18399,7228,8993,5082,6895,8037,6126,4111,2730
06,California,43,2013,61055.0,41751.0,235707.0,58621.0,40361.0,265237.0,24882,24131,24021,15535,10414,5629,5840,15017,27829,27255,25865,25823,25214,25033,20607,7823,9392,6128,7043,9938,7626,6378,6797,25943,24778,25837,15547,10702,6135,5704,15686,26894,24604,23734,23616,23509,22169,18086,6084,7986,4685,6174,7960,5766,3969,2946
06,California,44,2013,69628.0,49477.0,226544.0,68359.0,48825.0,244075.0,28699,27949,29278,18559,12700,6554,6440,16868,26340,24926,25073,24400,22965,22556,18142,6464,8879,4782,6218,8073,6360,4872,4163,29391,28453,29462,19059,12741,6079,6485,17685,27286,23791,24057,22886,21961,21062,16452,5676,7296,4191,5255,6527,4563,2828,2464
06,California,45,2013,51985.0,42362.0,256072.0,49821.0,40560.0,275661.0,18852,21611,23397,15444,11078,5678,5389,12522,21799,22640,24736,29461,29703,27307,24298,8704,11884,6477,8096,11742,8671,7574,8980,19083,23122,24451,15679,12013,6155,4992,14658,23068,22896,22925,27020,27970,26933,21770,7314,11336,5937,6899,9722,7069,4770,4638
06,California,46,2013,69217.0,46117.0,243070.0,65302.0,44491.0,242053.0,28677,25935,26725,16658,11798,5954,6491,17226,28785,26204,25822,25283,22856,20332,16288,5945,7262,4332,5135,8007,5899,4785,5447,29988,28208,27554,17553,12032,7437,6484,19073,31731,28751,26504,25968,23990,20304,16065,5527,6891,3784,4297,6003,4206,3238,2817
06,California,47,2013,55077.0,41480.0,255103.0,53411.0,40614.0,266172.0,22326,21557,23820,15944,10378,5238,5484,15568,26458,24669,24499,26334,25957,25956,21681,7669,11229,5374,7057,9738,8572,6970,7719,22646,22542,24723,16049,10598,5773,5976,16619,27051,23840,24350,26488,25624,25615,21283,7507,9173,5699,6826,8594,5913,4817,3955
06,California,48,2013,48734.0,35526.0,266907.0,46048.0,32947.0,279751.0,18288,19309,21129,12797,7473,4246,4103,13722,25105,22478,23428,27765,27930,27425,23832,8969,12263,8165,9867,13325,9345,8157,9626,19672,20377,21713,13692,8807,5023,4831,13115,26764,24161,24406,25535,26981,27390,23859,8153,11055,6818,8052,11639,8391,5773,4961
06,California,49,2013,59186.0,38409.0,262295.0,57443.0,34754.0,257420.0,24371,23838,23087,12946,7956,5199,4360,13435,21410,23846,24495,23639,25364,25154,23380,8115,11043,6437,7415,10492,7704,7109,8823,26027,24505,21636,13686,11742,7073,7197,19340,26112,23597,24715,25499,25354,23672,22029,7914,10265,5855,6875,9703,6829,5250,5016
06,California,50,2013,59658.0,40919.0,247806.0,56467.0,41232.0,264089.0,24273,22194,25000,16212,10020,5844,5040,13600,23682,22530,23648,24783,25966,26453,24462,8044,10989,6883,8002,10317,8247,7031,8568,25022,25030,24016,15947,10563,5393,5893,14291,24281,23113,21810,24163,24951,24938,21930,7959,10814,5740,7615,8886,6886,4632,4511
06,California,51,2013,67057.0,49333.0,244963.0,64787.0,43684.0,242033.0,27793,26928,25166,16860,11725,6417,5573,16818,25494,22809,22489,23329,22581,21651,19670,5999,8571,5347,6057,9653,7108,6688,5779,28495,27624,27345,19215,13711,7876,7933,21493,30547,25831,23368,23090,23244,20502,17190,5969,7775,4270,5119,6823,6333,4294,3306
06,California,52,2013,46739.0,34918.0,278561.0,45659.0,31400.0,274244.0,19615,18462,18955,11891,8136,5869,6785,16493,31039,26197,23166,25085,24837,24189,21728,8480,11218,6251,8164,10166,8446,7375,8756,19135,19682,19807,12585,10449,7598,7685,21856,34735,29196,26323,22708,24606,26270,21092,7825,9589,5689,7032,9150,6895,5263,5049
06,California,53,2013,55711.0,38504.0,265700.0,49144.0,36190.0,276142.0,20698,20277,20424,12766,11170,6919,6281,17885,32695,28955,24575,24663,24136,24681,21089,7445,10526,6410,6516,9904,7791,6832,8839,24047,22850,22036,14331,10952,6013,4987,19437,32531,29242,25444,25422,25307,24732,20489,6798,9856,5310,6220,8195,5918,4893,4906
08,Colorado,01,2013,57266.0,32007.0,280286.0,55176.0,31105.0,284412.0,25230,22386,18901,11304,8461,4497,4610,18348,38519,33642,27792,24608,22864,23021,21981,7896,11392,6229,7517,9138,7324,6903,8131,25666,23447,20383,11319,8459,4087,4807,17088,38951,35872,30368,28132,24390,23493,21830,7891,10112,5479,6290,7766,5181,4335,4214
08,Colorado,02,2013,49950.0,40904.0,277797.0,48434.0,39343.0,276366.0,18398,21448,21472,12848,13612,7813,7545,18115,22564,23117,23233,24284,26378,29069,28031,9432,11630,7314,8869,9469,7309,5253,6941,20129,20623,22997,13177,13929,8218,9035,18996,26444,25154,23976,25155,25252,28133,26843,10210,11973,7150,7746,9691,6089,4259,3473
08,Colorado,03,2013,56532.0,39919.0,266210.0,53701.0,37234.0,266771.0,22260,22337,22761,13531,10047,4657,4201,12559,22290,21952,20890,22382,24483,27537,27406,8927,14117,7136,10135,12763,9746,7303,8287,23020,23974,23846,14587,11025,4461,5186,14067,24433,23142,22409,23060,24094,26798,26138,10290,13771,8198,9333,12072,8919,5838,4001
08,Colorado,04,2013,66225.0,43597.0,258175.0,63921.0,40844.0,255554.0,24785,28487,26623,14807,10064,4578,4229,12039,21467,23222,25368,24643,26726,26647,23360,8569,11108,6093,7426,10373,7056,5950,6700,26376,28635,28035,16641,10135,4324,4890,14084,22496,24428,27114,26553,27536,27009,23371,8460,11082,6039,7186,9833,6540,4056,3174
08,Colorado,05,2013,61355.0,42555.0,266441.0,59138.0,37523.0,262841.0,24293,25588,23143,14517,9121,5085,4696,15107,25140,23166,21803,23731,26426,27292,24250,8169,12295,6949,8267,10233,8352,6045,5835,25245,25943,25418,15797,11508,6841,6357,17963,29184,26344,22394,25368,26212,26640,21906,8313,11828,6180,7671,9238,6530,4497,2975
08,Colorado,06,2013,69287.0,42482.0,251761.0,65467.0,40550.0,267673.0,26012,28471,27461,15972,8102,3998,3378,13574,25131,27423,26836,28994,27310,26751,23370,8635,11850,6784,7453,8450,7133,5150,5453,27866,30401,27550,16714,9238,4790,4242,12762,25429,26704,27470,28402,26535,25527,21341,7692,9892,5922,6114,7568,5365,3506,2500
08,Colorado,07,2013,61646.0,39029.0,264914.0,57984.0,36512.0,270430.0,24478,24004,23757,13684,8574,4127,4453,14875,27321,26145,24940,24042,25489,27116,24025,8532,11121,6444,8588,10580,8589,6918,7125,26044,25410,25481,14383,9358,4912,5969,15285,28732,28209,27229,24275,25323,26345,23193,8510,10323,5736,7066,8736,6769,4368,3934
09,Connecticut,01,2013,53232.0,38400.0,253525.0,50226.0,36516.0,285036.0,19690,21732,22012,14418,8891,4813,4555,12537,23027,22230,21698,25748,28797,28586,26814,9055,13381,7805,9211,12694,11197,9564,13324,20969,23226,22593,14629,10216,4626,3822,13656,23067,22006,20554,24455,26165,27006,24056,8340,11511,6808,7775,9857,7709,6109,6003
09,Connecticut,02,2013,48443.0,42050.0,267018.0,46041.0,39273.0,271517.0,16880,20553,21522,14208,12152,6916,5262,11742,18820,18767,19610,26075,29368,29419,25356,9661,13004,7378,10043,11792,9695,8665,9944,18067,20887,23723,14833,12984,7106,6621,15083,21497,19994,20574,25025,29648,29149,25194,8531,12723,6643,9172,11750,7474,6215,4619
09,Connecticut,03,2013,48789.0,39140.0,255615.0,46711.0,39013.0,285299.0,18895,19015,22004,13799,12012,5855,5485,14264,25321,23122,22806,24557,27893,28261,24488,9196,13042,7806,9043,12461,10084,8771,12844,19682,20277,22075,14605,11290,6033,5965,13663,24076,22349,20066,24456,25790,27014,22841,7983,11436,6688,7830,9956,8064,5798,5607
09,Connecticut,04,2013,60080.0,42545.0,248964.0,57249.0,40270.0,273079.0,21764,25207,25696,15478,9375,4018,3475,10918,19744,21577,23239,28496,30618,29425,23669,8295,12399,6709,9481,11225,9922,9036,10833,23247,25557,28191,16276,9355,4403,4211,11598,20520,20804,21239,27299,28522,27264,22325,8612,10886,6178,7452,9387,7057,6084,5123
09,Connecticut,05,2013,50954.0,41749.0,254856.0,50502.0,38901.0,278560.0,19296,21722,23710,15185,9490,4342,4527,12399,20191,20794,23104,25448,28859,30358,26178,9406,12594,7133,9157,12752,10201,8855,12262,18905,21963,25216,16338,10282,4625,4788,12400,20906,19446,20886,24411,27831,28537,25289,9021,11677,6923,8088,10225,7741,6019,6043
10,Delaware,00,2013,69110.0,48750.0,322124.0,66765.0,47355.0,354340.0,27485,28223,27643,17155,13615,7696,6584,17938,29410,28435,28834,29566,34076,34728,32182,12224,16615,10746,13153,17543,13489,10041,11080,28515,29093,28757,18066,13430,7053,6864,18601,29468,27372,26500,28771,31878,32089,27723,10589,15622,8316,12137,15437,10659,7167,5878
11,District of Columbia,98,2013,37647.0,26370.0,229087.0,36704.0,28643.0,260919.0,17852,14059,11984,8208,13245,6487,6372,19634,39277,31379,23280,18813,18949,19069,18433,7470,9768,5333,7159,9000,7494,5732,7270,18640,14041,12415,8092,10829,6216,5297,15693,33313,29258,22119,20397,19470,18444,16509,5944,8052,4370,5577,6959,5051,3524,2894
12,Florida,01,2013,52174.0,39336.0,264277.0,50947.0,35567.0,268140.0,21875,20514,21396,13127,9603,5603,5275,14248,23682,20420,20232,22308,25572,27048,25085,8713,12765,7882,9381,14370,10435,7479,7642,22175,21325,21687,13593,12731,7039,6104,16326,27183,22584,22093,21045,26219,26783,22430,8399,12156,7177,9159,11406,8692,5549,3933
12,Florida,02,2013,47876.0,37489.0,268516.0,46453.0,37550.0,262905.0,19605,19026,19556,11455,14362,8846,8266,19791,23119,20464,19496,20538,23003,24402,24344,8484,11281,6768,8768,12258,9100,6978,6999,19949,19795,20332,12420,12870,9326,8999,19722,28013,24271,21579,24462,24346,24834,22811,8400,11199,6711,8315,9970,6869,5223,3466
12,Florida,03,2013,49012.0,38891.0,264370.0,46946.0,37621.0,265244.0,19379,19574,19983,12642,12990,7136,9601,16297,21681,19062,18634,21281,23669,23941,22446,9823,13445,7747,10696,13648,9939,8136,8062,19747,20724,21353,13346,12734,9306,8153,18805,24214,22127,18813,23229,23567,23622,22476,8187,12047,7936,9813,12233,9158,6470,4214
12,Florida,04,2013,53159.0,34344.0,257537.0,51452.0,33902.0,275050.0,21881,21110,21153,12808,8403,5399,4300,15158,27923,24669,23848,23980,26229,27345,24848,9202,12624,7174,8749,11035,8128,6727,7712,22561,21933,21664,12758,8588,4600,5460,16345,28196,25166,23385,23886,25015,26028,21842,7922,11816,6686,7512,9311,6529,4323,3515
12,Florida,05,2013,60015.0,40836.0,234158.0,58275.0,37944.0,263431.0,24505,24629,22854,14761,9471,6374,6022,16863,26778,25463,23831,23427,23937,24782,21980,8219,10519,6376,8153,10458,7956,6129,6164,26927,23210,24697,14914,11104,6096,5547,15750,24895,22869,21104,23158,23781,23050,20345,6915,9014,5207,5832,7953,5749,4155,2738
12,Florida,06,2013,42408.0,35058.0,265939.0,43022.0,32350.0,287899.0,17130,18277,19038,12543,8385,4840,4582,10568,17513,16737,18758,22302,25314,29116,28558,11076,15410,10400,13508,20305,14182,12638,12092,16255,17878,20688,13063,9583,5815,4475,11270,18491,16022,16666,23221,23672,25832,25103,10241,15131,10108,12224,17830,12666,9739,7433
12,Florida,07,2013,50184.0,41952.0,252757.0,47390.0,38943.0,272382.0,18549,20487,20885,13891,12521,6634,5647,15657,23323,23536,20880,24235,27124,26475,24897,8831,12105,6698,8230,11506,9152,7768,9684,19964,20655,23914,14541,13063,7199,6826,16003,25143,22978,21904,22160,25487,24661,21708,7978,10363,5938,7744,9863,6777,4853,5172
12,Florida,08,2013,43612.0,34222.0,263393.0,41982.0,30965.0,285037.0,16442,18045,18739,12594,7128,3798,3652,10271,17833,17259,18729,20562,26807,29246,26939,10412,14616,9906,13265,19653,15851,13445,12793,17377,18142,20234,13269,8813,4963,4151,11306,17851,16983,17034,20293,25129,27775,25080,9394,13026,9013,11787,16828,14186,10836,7758
12,Florida,09,2013,60457.0,43493.0,256017.0,57571.0,40497.0,272420.0,22639,24722,25525,15157,10025,6636,6575,18035,27601,25645,27167,27183,27091,24620,20141,7191,11390,6862,8915,9360,7586,5489,4933,24499,25321,26594,17475,10062,6842,6689,17420,29666,27071,24227,26913,25870,23185,17816,7487,8885,6132,6786,8714,5969,3650,2695
12,Florida,10,2013,51838.0,33949.0,262309.0,49621.0,34356.0,279796.0,19886,21150,21463,13116,8363,4239,3943,13195,24153,22633,24732,24392,25449,24795,22893,9567,13080,9157,11491,14975,12617,9105,9380,21262,21483,22734,12689,7620,4259,4690,14084,21814,21925,23950,24803,25450,24241,21645,7825,11390,8047,10200,13974,11259,7533,5220
12,Florida,11,2013,39838.0,29197.0,272337.0,38024.0,26525.0,295615.0,14979,16551,16236,10685,6099,3535,2949,8686,14952,14997,16557,18067,21332,24592,26631,11321,19930,13708,20233,28666,21013,15089,13357,16253,16519,17666,11633,6965,3522,3859,8966,15729,15134,17396,17183,20638,21745,20915,10066,16277,11834,18644,26128,20987,13702,9612
12,Florida,12,2013,47371.0,35302.0,257430.0,45581.0,33408.0,283696.0,17826,19191,21410,13295,7267,3515,3864,9844,17474,19270,21855,24503,27613,26872,25864,9764,15271,9273,13161,17460,14041,10969,13083,18351,19827,22983,13460,8053,3997,4187,9319,16576,18328,20239,24905,25965,24873,22754,9110,13184,8075,11471,15829,11707,8938,7973
12,Florida,13,2013,39761.0,27744.0,268533.0,37747.0,26083.0,297829.0,15576,15677,16237,9984,6357,3748,3573,10781,20486,19351,19178,21870,25904,29548,28491,10309,15641,10388,12767,18991,16117,14138,16548,16246,16537,17446,10680,6597,4205,4006,10382,19486,19087,18603,22384,25429,27776,24928,10257,14627,9035,11558,15294,13349,9797,8330
12,Florida,14,2013,56048.0,37625.0,254657.0,52942.0,35144.0,276729.0,23358,21026,21395,13380,8927,5387,6242,16167,29858,28230,25312,24355,26024,24981,23150,8173,10758,6077,7967,10820,9300,6543,7385,25242,22029,21943,14430,10030,5932,5192,15493,29227,27046,24589,24447,25396,23720,20851,7178,9986,5672,6600,8888,6464,4668,3308
12,Florida,15,2013,55034.0,42419.0,245823.0,54105.0,40435.0,269320.0,21765,22587,24383,14521,11285,5891,5875,15588,23396,21813,21522,25615,26083,25707,23450,9080,12008,6985,9248,12616,9608,7152,7683,21615,23233,25467,16066,11073,5869,5915,13982,23976,20056,21211,23202,24945,24661,20597,7686,11365,6536,7544,11157,7848,5147,4126
12,Florida,16,2013,40985.0,29584.0,268540.0,39729.0,27917.0,299983.0,15907,16760,17656,11027,6297,4202,3447,8386,15873,16298,16927,20384,23047,25795,26901,11724,17883,12772,16899,24448,19917,17117,17963,16564,16936,18714,11534,6822,3802,3339,9504,16315,16150,16902,18831,21595,23272,23489,9255,14697,10924,14687,21998,18063,14039,11678
12,Florida,17,2013,46890.0,33450.0,271176.0,44393.0,29608.0,278443.0,18014,18608,19428,10925,7027,3734,3375,9780,16188,16106,17306,21128,21169,23673,24075,10301,16269,11110,15066,23086,18257,13279,14541,19379,19132,20949,12500,8381,5193,3677,11011,18519,18377,17787,21380,23218,23429,21814,8777,14180,9917,14056,21489,16745,12048,9559
12,Florida,18,2013,44345.0,33413.0,260379.0,43441.0,30635.0,284693.0,17283,18340,19546,12279,6629,3632,2861,10061,16930,18014,19703,22119,25960,26830,26323,10120,14111,10677,13743,19506,16513,13860,13730,17202,18749,20986,13052,7770,3201,3521,10704,18090,17869,19076,20463,24945,25392,23545,8749,12493,8501,12668,16694,14251,11054,9163
12,Florida,19,2013,44530.0,29677.0,273003.0,41162.0,29492.0,292738.0,16781,17052,18324,11044,7454,4234,3602,9924,17749,17450,16890,20874,22615,24281,25537,11345,17774,11701,17188,25344,18155,13009,15066,18014,19318,17996,11531,7349,3676,4283,10010,19122,17663,18232,19896,21092,21713,22668,8984,14364,11312,16205,23508,17797,12530,9948
12,Florida,20,2013,57297.0,39545.0,249422.0,58342.0,37905.0,271747.0,25106,24425,22029,15082,9606,5177,5901,14373,25815,24861,23593,24649,25663,25753,21979,7985,10943,6906,8371,11399,9246,8007,11126,24896,23091,23275,15438,10142,6016,4904,15698,26236,23551,23411,23552,25634,24662,20125,7052,8965,5822,7480,9190,6358,5302,5464
12,Florida,21,2013,50660.0,37453.0,251821.0,47085.0,35578.0,290335.0,17535,20402,22871,14084,7772,3749,3536,10918,17730,19333,22065,25787,27888,25486,23032,8950,12620,9376,12007,17729,16676,15638,17815,19909,21502,23124,15439,8140,4321,4496,11666,18397,16636,20696,23464,23329,23461,20959,6467,11336,6477,10152,13533,12569,11937,11925
12,Florida,22,2013,40514.0,28244.0,285866.0,39160.0,25903.0,286519.0,17353,15589,15545,9992,6584,3779,4700,11502,22794,21154,19802,23165,23952,26758,25736,9188,13923,9097,11879,15940,13901,12852,16397,17637,15883,17485,10294,7459,3727,3581,12496,24077,23425,22599,24631,27751,27979,24905,10228,13307,8390,11238,14346,12237,10287,10662
12,Florida,23,2013,50724.0,35286.0,262207.0,45922.0,33143.0,286489.0,18281,19159,21207,12565,7854,3233,3721,12462,23423,23837,24956,28708,29389,26987,23374,8839,12150,7506,9673,13916,11198,11250,11867,20906,21080,21846,13948,8231,4105,4423,12118,22969,22997,23833,27157,29527,26873,22646,7643,10807,6397,8471,10699,8453,7637,5452
12,Florida,24,2013,55557.0,38763.0,238644.0,56778.0,38092.0,272882.0,24706,22746,23315,14255,9848,5890,6006,16348,29162,27461,24748,25077,25413,25520,23173,7116,11609,5666,7829,11171,8415,6078,6200,23380,22975,23005,14483,10477,5870,5515,14395,26486,25266,23703,24181,23870,22329,19577,6820,8810,5484,6449,7552,5973,3946,2418
12,Florida,25,2013,51359.0,38111.0,253430.0,50266.0,36354.0,275587.0,21905,19825,21342,14593,8956,5375,4689,13388,22495,21701,25006,27358,30335,24501,21099,8197,11463,7510,9392,14951,11535,8586,8006,21244,20965,22875,14406,9980,5416,5262,13822,22874,22043,25222,26932,28223,23368,18078,7235,9381,5736,8177,11554,9063,6732,4312
12,Florida,26,2013,52037.0,38100.0,265602.0,46470.0,35699.0,283813.0,18582,19704,20462,13559,9863,5511,4737,14771,22847,22893,24312,26543,30757,27592,24251,9144,11857,6974,10015,14108,10607,8620,8274,21282,21759,22492,14610,9995,5405,5601,17311,24360,23558,25362,25481,29783,25536,22026,7843,11270,5933,8384,11235,7647,5013,3854
12,Florida,27,2013,50208.0,36209.0,260838.0,46834.0,32575.0,283994.0,19412,19488,19835,11677,8997,4868,4501,14004,24127,22428,24650,28251,27235,26037,21986,9356,11124,6917,9522,15039,12274,10369,11306,21208,20333,21668,13250,9959,5456,4695,14105,23348,22973,25463,26354,27136,23502,19983,7983,10112,6015,8112,12753,9192,7311,6345
13,Georgia,01,2013,59861.0,38951.0,246436.0,57785.0,38285.0,262049.0,25363,22876,23867,13605,10360,6688,5359,15993,26996,24015,21754,22831,23585,24682,21578,7870,12700,6764,8786,11466,8122,6378,6482,25794,24574,23734,14055,10656,6562,6196,17936,27746,23080,21918,23250,22681,22563,19181,7413,10912,6120,7847,9447,6594,4158,2832
13,Georgia,02,2013,60212.0,44180.0,237488.0,56450.0,40006.0,256852.0,23653,23402,23489,13792,12121,5720,5682,14298,23171,21340,21007,22339,23287,24636,23769,8074,11683,6898,8450,12279,9363,7596,7260,25419,25092,24253,15211,14418,7366,5859,15657,23963,22168,20698,21065,23189,22787,20942,7809,10096,5752,7508,9417,6050,4337,2825
13,Georgia,03,2013,59000.0,42502.0,234315.0,56576.0,40976.0,261955.0,22190,24416,24926,15909,10112,4510,4643,13674,20834,21791,23337,26453,26941,26152,23573,8130,12287,7268,8843,11514,8885,6488,6632,22923,25611,26167,16234,10568,4495,4347,12565,19641,20037,20196,25924,25152,24608,22587,6782,10905,6599,8132,9417,6587,3806,2535
13,Georgia,04,2013,62417.0,43072.0,227930.0,61351.0,40660.0,270545.0,25897,25533,24804,16303,9475,4844,4358,14065,25849,26554,28065,28164,28653,27246,25243,8580,11693,5542,7598,8101,5941,5031,5018,25814,25590,27533,16095,10458,4968,4915,14481,23904,23540,23295,24781,23902,22191,20525,6909,9076,4600,5540,6735,4021,2341,2206
13,Georgia,05,2013,53937.0,36671.0,254024.0,51240.0,36221.0,274971.0,23301,20515,18560,10890,14195,8181,7168,19278,35502,31414,27992,23748,23324,22644,19233,7090,10429,5766,6554,8937,6136,5074,6501,25413,20822,19256,11614,13504,7802,7212,19000,33012,31001,27799,26548,23266,20307,16292,7076,8628,4688,4872,7371,4164,2723,2263
13,Georgia,06,2013,60615.0,37303.0,252340.0,57147.0,35190.0,261958.0,23699,23844,24010,14177,6607,3404,3521,10939,24649,26630,27072,28216,28515,26772,22886,8331,11249,6389,7244,8819,6337,5158,5827,24724,26197,24235,15165,7597,3472,3232,12855,25896,26084,26874,28351,27966,26151,22240,6833,10873,6257,6202,7612,4985,3668,2789
13,Georgia,07,2013,69913.0,43867.0,237965.0,68406.0,41545.0,250469.0,26292,30584,28825,16455,7795,3963,3837,11695,22229,25785,30277,31374,30151,25108,19530,6376,9201,4807,5882,7878,5141,3742,3493,27061,31415,28594,17567,9144,4617,4274,13431,22500,24442,28329,29819,29876,24343,17994,6542,8126,4648,4595,6611,4213,2032,1573
13,Georgia,08,2013,57819.0,41291.0,241931.0,56329.0,39454.0,259793.0,23567,23259,23758,13924,11276,4923,6249,14465,23324,21798,21877,23220,24528,24844,22483,8261,11632,7378,9219,11679,9488,7194,7231,24300,23480,25098,15073,11160,5851,5505,15784,23603,22527,20884,23272,23396,23480,21024,7248,10973,5652,8058,9959,6929,4542,3244
13,Georgia,09,2013,58055.0,38774.0,247789.0,53701.0,37592.0,261607.0,21535,22588,23945,13706,9519,5069,4090,11907,19511,21289,20881,24782,24866,25300,22300,10009,13629,8582,10680,14309,9997,7723,6683,22943,25470,24105,14760,9551,4858,4227,12851,19609,21253,21995,23702,24967,23921,22122,8328,12056,7868,10127,12602,8573,5361,3369
13,Georgia,10,2013,57312.0,44741.0,242221.0,54050.0,42153.0,260366.0,21335,22915,24500,14002,13451,7875,7067,16208,21534,21843,23070,24696,24123,23987,22601,8348,11276,6860,8968,11674,8056,5934,6246,21506,25347,26149,15492,13560,6612,6996,16256,21113,21161,21944,24424,24698,24377,20379,7335,10519,6164,8188,9296,6498,3775,2486
13,Georgia,11,2013,60251.0,40361.0,243615.0,57764.0,38569.0,260392.0,22985,24700,25198,14185,9266,4155,4086,14821,25305,25545,27370,28905,27519,25315,21278,7563,10376,6266,8060,7862,6436,5207,4323,23480,26335,26092,14872,9834,4360,4064,14665,25394,24920,26129,28401,27135,24543,18643,6360,9474,5324,6658,7151,5456,3044,1894
13,Georgia,12,2013,58068.0,42541.0,244002.0,56658.0,39064.0,257279.0,23594,23647,23544,13638,11300,7457,6213,14598,24367,22113,21285,22233,24176,24288,22866,8390,10816,6575,8409,11803,8754,6518,6418,24349,23947,24431,14810,13073,7032,6216,17940,25605,23300,21074,21852,23079,23541,20605,8171,10070,6142,6842,9635,6415,3906,2577
13,Georgia,13,2013,66557.0,42918.0,221728.0,63686.0,42584.0,262916.0,25589,27257,27101,17153,9171,4109,3977,13835,24629,28386,30346,28864,29081,25245,21763,7695,10558,5096,5939,8865,5892,4020,4616,27561,27443,28883,16326,9263,4771,4169,12773,21914,23453,24786,24978,24165,22684,18054,6116,9005,4766,5506,6177,4301,2456,1654
13,Georgia,14,2013,61847.0,41059.0,238049.0,58370.0,38533.0,254971.0,22840,25740,24476,15013,8835,4907,4421,12183,21202,22458,24570,26364,25070,23917,22180,7917,10850,7321,7763,11941,9042,6429,6436,24251,27160,26091,15499,9906,4686,5083,12460,20864,21989,23404,25947,25617,23427,20271,7113,10720,5913,7755,9633,6726,3890,2551
